name,HH,MM,SS,Wsp_70m,Wsp_57m,Wsp_44m,Wsp_31m,Wsp_18m,Rain,AirAbs_70m,AirAbs_18m,RHTemp_2m,Press_enc_2m,RH_2m,DAU_STATUS1_M1,WD_Vref_41m,WD_Vsig_41m,Wdir_41m,Sonic_70m_status,X_70m,Y_70m,Z_70m,T_70m,SWsp_70m,Sdir_70m,Svec_70m,Stilt_70m,Sonic_57m_status,X_57m,Y_57m,Z_57m,T_57m,SWsp_57m,Sdir_57m,Svec_57m,Stilt_57m,Sonic_44m_status,X_44m,Y_44m,Z_44m,T_44m,SWsp_44m,Sdir_44m,Svec_44m,Stilt_44m,Sonic_31m_status,X_31m,Y_31m,Z_31m,T_31m,SWsp_31m,Sdir_31m,Svec_31m,Stilt_31m,Sonic_18m_status,X_18m,Y_18m,Z_18m,T_18m,SWsp_18m,Sdir_18m,Svec_18m,Stilt_18m
201510170840,8.0,44.6037,29.5018,4.20124,3.80365,3.3814,2.78738,2.16609,0.0,9.01846,9.31746,9.35714,1018.84,97.2544,0.0139048,4.41679,3.9346,63.7187,1.71409,-2.79995,-3.18305,-0.11431,9.86575,4.25952,63.6056,4.27164,-1.33818,1.71409,-2.45364,-2.74853,-0.237645,10.302,3.71338,63.2426,3.73366,-3.4427,1.71429,-2.18198,-2.50407,-0.0818448,9.4332,3.35554,63.9098,3.37519,-0.89356,1.71429,-1.77438,-2.01192,-0.0920057,10.1639,2.72194,63.5036,2.74489,-1.29404,1.71409,-1.55347,-1.4459,-0.112083,10.2203,2.16832,58.5696,2.19336,-2.33805
201510170850,8.01033,53.9832,29.5011,4.25137,3.97603,3.63789,3.1203,2.4151,0.0,9.05792,9.34827,9.40607,1018.91,97.1282,0.0139048,4.41684,3.96764,66.4591,1.71409,-2.75367,-3.31687,-0.198757,9.91376,4.34418,65.2443,4.36397,-2.22108,1.71429,-2.52054,-3.08039,-0.332207,10.3699,4.00577,65.7152,4.03635,-4.46702,1.71409,-2.26081,-2.81423,-0.207556,9.50515,3.63836,66.3075,3.66335,-2.93749,1.71409,-1.95701,-2.34177,-0.227219,10.2223,3.09593,65.061,3.12519,-3.66667,1.71409,-1.6284,-1.61709,-0.18097,10.2811,2.35268,59.4431,2.39747,-3.46033
201510170900,9.0,4.60338,29.4977,4.28944,3.91811,3.45238,2.93847,2.51483,0.0,9.09501,9.38424,9.44877,1019.01,96.9346,0.0139048,4.41724,3.96238,65.8099,1.71429,-2.85569,-3.21129,-0.15782,9.93229,4.32975,63.1909,4.34848,-1.82065,1.71409,-2.44513,-2.92372,-0.27008,10.3953,3.8433,65.1327,3.86912,-3.68361,1.71409,-2.13021,-2.57766,-0.152509,9.55121,3.38155,65.3144,3.40816,-1.93429,1.71409,-1.80179,-2.13069,-0.118342,10.2582,2.8413,64.6385,2.87316,-1.42331,1.71409,-1.61208,-1.7463,-0.179481,10.3282,2.44338,62.3976,2.48382,-3.05389
201510170910,9.0,14.6038,29.5,3.99421,3.59464,3.13157,2.68515,2.37393,0.0,9.12231,9.42247,9.49015,1019.06,96.7586,0.0140952,4.41722,3.90374,61.0855,1.71409,-2.78496,-2.79925,-0.13653,9.93347,3.99308,59.8339,4.01186,-1.54134,1.71448,-2.42015,-2.46727,-0.242197,10.395,3.49548,60.2826,3.52086,-3.55279,1.71409,-2.13281,-2.19013,-0.102054,9.56549,3.09741,60.6121,3.11609,-1.45786,1.71429,-1.75187,-1.82752,-0.155442,10.2415,2.60499,60.9108,2.64012,-2.52712,1.71429,-1.78956,-1.44626,-0.212953,10.3296,2.3725,54.1298,2.4118,-4.42321
201510170920,9.0,24.6039,29.4989,4.35951,4.08098,3.70007,3.20344,2.64367,0.0,9.10818,9.41977,9.5142,1019.18,96.7228,0.0139048,4.41717,3.80829,53.3579,1.71429,-3.54377,-2.62915,-0.14191,9.85869,4.43839,51.4363,4.45435,-1.41291,1.71429,-3.21387,-2.40903,-0.295234,10.34,4.04843,51.6527,4.07394,-3.91056,1.71429,-2.86069,-2.27045,-0.113279,9.51006,3.68811,53.2961,3.70954,-1.31506,1.71429,-2.44766,-1.95495,-0.134279,10.1734,3.19282,53.2635,3.22337,-1.72928,1.71429,-2.19085,-1.47395,-0.206235,10.2839,2.70363,48.7708,2.7375,-3.53088
201510170930,9.0,34.6043,29.5,5.10759,4.70995,4.35557,3.81692,3.02118,0.0,9.09375,9.39477,9.49026,1019.19,96.8427,0.0140952,4.41688,3.86991,58.3666,1.71409,-3.8064,-3.49009,-0.215268,9.80871,5.1919,57.5091,5.2077,-2.20918,1.71409,-3.43647,-3.15024,-0.322128,10.2833,4.69176,57.3999,4.71947,-3.51208,1.71409,-3.1707,-2.92422,-0.147197,9.491,4.36143,57.4422,4.38875,-1.16329,1.71409,-2.67921,-2.53358,-0.152684,10.1243,3.76366,58.3918,3.80099,-1.43745,1.71409,-2.22839,-1.87441,-0.126305,10.2285,2.99905,55.2912,3.0354,-1.68888
201510170940,9.0,44.6041,29.5011,4.86028,4.63302,4.2254,3.70741,3.08745,0.0,9.09592,9.39748,9.49029,1019.18,97.0046,0.0139048,4.4168,3.86762,58.1719,1.71429,-3.76869,-3.25682,-0.190807,9.81648,5.00114,55.765,5.01458,-2.01857,1.71429,-3.47042,-3.03096,-0.327632,10.3705,4.63391,55.9077,4.65942,-3.75463,1.71438,-3.0843,-2.8135,-0.215001,9.51731,4.20956,56.9955,4.23564,-2.56006,1.71448,-2.57733,-2.5387,-0.233874,10.1752,3.66303,59.3126,3.69946,-3.00968,1.71429,-2.3615,-1.99855,-0.268549,10.2276,3.15711,54.5445,3.20176,-4.09935
201510170950,9.01033,53.9835,29.5022,4.36808,4.01899,3.5403,3.19401,2.64015,0.0,9.10805,9.44905,9.54776,1019.13,97.1406,0.0140952,4.41688,3.82547,54.7601,1.71429,-3.45304,-2.73804,-0.0947729,9.83578,4.44435,53.2553,4.46326,-0.819983,1.71429,-3.00972,-2.45014,-0.235637,10.4785,3.92115,54.1255,3.94982,-2.80708,1.71409,-2.64106,-2.14471,-0.0941919,9.57391,3.45268,54.0346,3.48933,-0.615532,1.71409,-2.27181,-1.91213,-0.164545,10.2479,3.03512,54.9198,3.07983,-1.44316,1.71409,-1.97602,-1.49397,-0.162268,10.2491,2.55939,51.0273,2.59915,-2.44317
201510171000,10.0,4.60343,29.4963,4.43097,4.13411,3.69725,3.19789,2.68467,0.0,9.1246,9.46924,9.59332,1019.2,97.1779,0.0140952,4.417,3.8593,57.4926,1.71409,-3.47487,-2.87724,-0.146995,9.84384,4.5435,54.4192,4.56014,-1.58984,1.71429,-3.15939,-2.55256,-0.278844,10.5298,4.11078,53.7848,4.14038,-3.5629,1.71429,-2.74227,-2.39091,-0.146183,9.6636,3.69389,56.1833,3.73171,-1.58249,1.71429,-2.25687,-2.03094,-0.09033,10.3087,3.10237,57.5043,3.14294,-0.590922,1.71429,-2.11689,-1.55019,-0.1438,10.2727,2.70712,51.2468,2.75283,-2.21815
201510171010,10.0,14.6038,29.5,4.6079,4.32353,3.86151,3.36777,2.92825,0.0,9.14635,9.49918,9.59766,1019.28,97.1627,0.0139048,4.41704,3.79671,52.4363,1.71429,-3.66363,-2.82177,-0.148364,9.90783,4.65378,52.475,4.66793,-1.63294,1.71409,-3.32514,-2.58023,-0.296768,10.5773,4.23907,52.6351,4.26298,-3.76048,1.71409,-2.96079,-2.26407,-0.203809,9.74025,3.767,52.0661,3.78957,-2.67302,1.71409,-2.48006,-1.96748,-0.194601,10.3534,3.22129,52.8554,3.25815,-2.39636,1.71409,-2.31538,-1.65927,-0.205766,10.362,2.91115,49.9692,2.94908,-3.16432
201510171020,10.0,24.6039,29.4991,4.17979,3.80687,3.34724,2.87483,2.30139,0.0,9.18888,9.54756,9.65034,1019.32,97.1881,0.0140952,4.41698,3.78258,51.4066,1.71409,-3.49859,-2.47252,-0.134599,9.96266,4.31703,50.0829,4.33168,-1.56735,1.71429,-3.07643,-2.15828,-0.254155,10.6136,3.80157,49.6681,3.82606,-3.569,1.71429,-2.64849,-1.92207,-0.135044,9.80694,3.32199,50.5802,3.34623,-1.79052,1.71429,-2.21076,-1.52736,-0.152594,10.3933,2.76134,49.0033,2.79947,-2.0061,1.71429,-1.89193,-1.15305,-0.124104,10.3831,2.28381,46.3969,2.31857,-1.68014
201510171030,10.0,34.6043,29.5,3.7038,3.25809,2.93483,2.65512,2.22157,0.0,9.21382,9.56953,9.66358,1019.33,97.1732,0.0139048,4.41697,3.74964,48.63,1.71429,-3.05798,-2.17589,-0.123964,9.94559,3.78018,50.2382,3.79715,-1.45361,1.71429,-2.55585,-1.7821,-0.210906,10.6585,3.15014,49.7618,3.17798,-3.03236,1.71409,-2.39851,-1.61041,-0.0401852,9.84043,2.93607,48.7366,2.96484,0.538738,1.71429,-2.09288,-1.44104,-0.0934691,10.4241,2.58969,49.3849,2.6175,-1.01514,1.71419,-1.81757,-1.17049,-0.125648,10.4195,2.22253,48.4625,2.25605,-2.24289
201510171040,10.0,44.6044,29.4991,4.13029,3.93281,3.58899,3.13696,2.61212,0.0,9.2263,9.56206,9.67021,1019.33,97.1997,0.0140952,4.41707,3.76809,50.1143,1.71409,-3.41504,-2.53207,-0.119017,9.9369,4.27373,51.4349,4.28614,-1.39368,1.71429,-3.11985,-2.24879,-0.258342,10.6655,3.8665,50.6462,3.88551,-3.64304,1.71429,-2.91929,-2.05857,-0.190794,9.84215,3.59782,50.1184,3.61572,-2.6965,1.71409,-2.4732,-1.77235,-0.233519,10.4389,3.07673,50.4911,3.10782,-3.4278,1.71429,-2.12676,-1.31532,-0.197124,10.4345,2.54747,46.7568,2.5845,-3.32696
201510171050,10.0105,53.9762,29.5,4.25362,3.9654,3.72052,3.32178,2.723,0.0,9.28021,9.60601,9.6932,1019.33,97.2232,0.0139048,4.41713,3.83014,55.1376,1.71429,-3.33834,-2.76943,-0.128021,9.94479,4.36036,54.5323,4.37321,-1.44665,1.71429,-2.9912,-2.47573,-0.27353,10.6771,3.90635,54.3999,3.92746,-3.74584,1.71409,-2.81943,-2.37345,-0.182826,9.89054,3.71553,54.9073,3.73689,-2.52141,1.71429,-2.42418,-2.04135,-0.231633,10.5718,3.21294,54.7252,3.24743,-3.33236,1.90381,-2.04381,-1.29412,-0.0409529,10.0243,2.50202,46.7407,2.55006,0.492096
201510171100,11.0,4.60419,29.5017,4.50957,4.1836,3.93725,3.41958,2.98825,0.0,9.33939,9.65699,9.74273,1019.29,97.2256,0.0140952,4.41706,3.81198,53.8769,1.71467,-3.63704,-2.85984,-0.131647,9.92452,4.65851,53.1156,4.6769,-1.2958,1.71429,-3.2365,-2.6368,-0.256057,10.4963,4.21595,54.3556,4.24066,-2.99864,1.71457,-2.99063,-2.43165,-0.134929,9.90625,3.90814,54.0699,3.94241,-1.34692,1.71467,-2.51727,-2.05626,-0.132485,10.6241,3.31623,53.6813,3.3716,-0.679407,1.71429,-2.34854,-1.75685,-0.233819,10.5833,3.0031,51.7011,3.05144,-3.22533
201510171110,11.0,14.6038,29.5,4.50759,4.23557,3.73176,3.27103,2.68872,0.0,9.38094,9.70982,9.82559,1019.23,97.2437,0.0140952,4.41704,3.77697,50.8485,1.71409,-3.69957,-2.60039,-0.0653567,9.91811,4.55404,49.9357,4.56827,-0.623063,1.71429,-3.34927,-2.39672,-0.247984,10.4936,4.15677,50.2273,4.18036,-3.16874,1.71409,-2.9211,-2.1641,-0.158322,9.79561,3.6812,50.9694,3.70568,-2.02973,1.71429,-2.45006,-1.88272,-0.143766,10.68,3.14916,51.3994,3.18297,-1.61449,1.71409,-2.21972,-1.48313,-0.207317,10.6329,2.74538,48.1251,2.78597,-3.19249
201510171120,11.0,24.6038,29.5,5.06091,4.76654,4.37853,3.89029,3.24018,0.0,9.40651,9.73442,9.84782,1019.14,97.2822,0.0140952,4.41703,3.79734,52.4892,1.71429,-4.21849,-2.98081,-0.224078,9.96476,5.20005,50.0064,5.21684,-2.28163,1.71409,-3.7432,-2.77161,-0.331336,10.5334,4.70419,51.1516,4.72997,-3.83662,1.71429,-3.39453,-2.63676,-0.248848,9.84151,4.35971,52.3326,4.38859,-2.96333,1.71429,-2.90358,-2.33065,-0.22372,10.7062,3.79096,53.3591,3.82276,-2.78157,1.71429,-2.67546,-1.69592,-0.251601,10.6259,3.24022,47.0414,3.28351,-3.37329
201510171130,11.0,34.6039,29.4984,4.9509,4.56375,4.32022,3.80192,3.28744,0.0,9.44495,9.78574,9.88152,1019.08,97.3721,0.0139048,4.41695,3.82051,54.3703,1.71429,-4.02697,-3.00013,-0.109117,10.0211,5.05695,51.4135,5.07751,-0.871755,1.71429,-3.54574,-2.79311,-0.235064,10.6035,4.55516,53.2821,4.58168,-2.4646,1.71409,-3.27804,-2.68347,-0.103702,9.89734,4.28554,54.314,4.3175,-0.512935,1.71429,-2.82636,-2.3955,-0.175369,10.7275,3.77216,54.3266,3.8195,-1.25926,1.71429,-2.56104,-1.93396,-0.309749,10.6511,3.28627,51.8381,3.33928,-4.01885
201510171140,11.0,44.6043,29.5,5.17379,4.79444,4.4482,4.0888,3.54696,0.0,9.45853,9.78659,9.9046,1018.98,97.4107,0.0140952,4.4169,3.83018,55.1594,1.71409,-4.18831,-3.2784,-0.140707,10.0338,5.34505,52.9897,5.36111,-1.20634,1.71429,-3.73023,-2.94863,-0.295301,10.6383,4.79425,53.1727,4.82642,-3.02278,1.71429,-3.37683,-2.80232,-0.199904,9.93122,4.43294,54.5898,4.46143,-1.99011,1.71409,-2.94053,-2.61174,-0.23762,10.7098,3.98039,56.7226,4.01619,-2.93551,1.71409,-2.6697,-2.1551,-0.402823,10.6862,3.49874,53.9939,3.55661,-6.08496
201510171150,11.0104,53.9786,29.5,4.56588,4.42822,4.18826,3.78227,3.26179,0.0,9.49181,9.83688,9.94009,1018.83,97.4729,0.0140952,4.41695,3.77181,50.4296,1.71429,-3.87144,-2.56043,-0.124976,10.0623,4.69586,48.1012,4.72097,-1.15057,1.71429,-3.61092,-2.42826,-0.287969,10.6687,4.41243,48.5757,4.44633,-3.24975,1.71429,-3.34929,-2.35691,-0.218937,9.98621,4.16091,49.7822,4.19169,-2.43465,1.71429,-2.93711,-2.12864,-0.239838,10.7538,3.70721,50.2493,3.74959,-2.89667,1.71448,-2.73633,-1.71409,-0.329174,10.8145,3.30726,46.1481,3.35868,-5.11392
201510171200,12.0,4.60438,29.4992,4.66233,4.42469,4.15025,3.62591,3.06871,0.0,9.51077,9.87159,9.97915,1018.78,97.4781,0.0140952,4.41667,3.74497,48.4256,1.71429,-4.02871,-2.50126,-0.124858,10.1325,4.7687,47.0057,4.78604,-1.18411,1.71429,-3.6655,-2.33973,-0.297829,10.7316,4.375,47.6027,4.39862,-3.63021,1.71409,-3.42911,-2.22477,-0.208827,10.0524,4.12211,48.0476,4.14518,-2.58974,1.71429,-2.87807,-1.92501,-0.156317,10.7952,3.50422,48.749,3.53035,-1.82023,1.71409,-2.62027,-1.48819,-0.225143,10.8614,3.06337,44.5774,3.09897,-3.48571
201510171210,12.0,14.6042,29.5031,5.06167,4.92043,4.59103,4.09958,3.58127,0.0,9.50469,9.86697,9.97361,1018.75,97.3523,0.0140952,4.41631,3.75991,49.4967,1.71448,-4.39163,-2.76289,-0.218935,10.1731,5.21669,47.3148,5.23514,-2.28299,1.71429,-4.15691,-2.66524,-0.378646,10.7895,4.97457,47.8404,5.00756,-4.12414,1.71429,-3.78594,-2.5107,-0.232348,10.1342,4.5929,48.562,4.6272,-2.19692,1.71429,-3.24431,-2.33598,-0.184685,10.8545,4.05044,51.0777,4.08869,-1.52244,1.71429,-3.04337,-1.786,-0.220119,10.9244,3.60035,45.5173,3.64569,-2.29627
201510171220,12.0,24.6031,29.5018,5.03793,4.6659,4.40817,4.01115,3.68839,0.0,9.55044,9.91342,10.0044,1018.74,97.1353,0.0140952,4.41642,3.77644,50.8534,1.71429,-4.25681,-2.80036,-0.157863,10.2845,5.13414,48.3055,5.15299,-1.45042,1.71429,-3.81809,-2.55258,-0.284147,10.8857,4.63143,48.483,4.65723,-3.07414,1.71429,-3.51464,-2.51262,-0.213669,10.2427,4.36073,50.2108,4.38762,-2.17166,1.71429,-3.08828,-2.42196,-0.265355,10.9337,3.96843,53.2024,4.00602,-2.84814,1.71429,-2.93336,-1.98834,-0.330096,11.0209,3.6004,49.3367,3.65113,-4.03949
201510171230,12.0,34.6029,29.5,4.47336,4.28809,3.95387,3.57296,2.93216,0.0,9.61964,10.0109,10.1393,1018.77,96.8326,0.0142857,4.41666,3.75365,49.0153,1.71429,-3.89447,-2.35745,-0.0257181,10.3858,4.5954,45.9583,4.62068,0.201894,1.71429,-3.55993,-2.2266,-0.164929,10.9769,4.24711,46.696,4.27495,-1.67455,1.71429,-3.14897,-2.05802,-0.050889,10.3523,3.81929,47.9016,3.84724,0.0693737,1.71429,-2.66463,-1.9502,-0.0881576,11.0467,3.36381,50.8165,3.40227,-0.508527,1.71429,-2.34512,-1.51979,-0.0894743,11.1465,2.8699,47.8177,2.91515,-0.505198
201510171240,12.0,44.6028,29.4967,5.21681,4.92773,4.57107,4.05633,3.27741,0.0,9.62736,10.0354,10.1497,1018.78,96.4404,0.0140952,4.41656,3.77588,50.8165,1.71429,-4.44901,-2.95141,-0.135799,10.4451,5.3689,48.5713,5.38934,-0.991839,1.71429,-4.04613,-2.71301,-0.227505,11.0243,4.91416,48.7958,4.93833,-2.14407,1.71429,-3.66265,-2.63789,-0.147711,10.4144,4.56236,50.535,4.59438,-0.986743,1.71429,-3.12113,-2.41996,-0.16935,11.09,4.01539,52.6523,4.049,-1.63841,1.71429,-2.73341,-1.7374,-0.172411,11.1911,3.32977,47.1969,3.37617,-1.71512
201510171250,12.0102,53.9881,29.5,5.04773,4.81483,4.39809,3.75968,3.22246,0.0,9.6436,10.0547,10.1703,1018.81,96.1281,0.0140952,4.41702,3.76381,49.8511,1.71429,-4.27898,-2.92204,-0.149311,10.5042,5.20486,49.4445,5.21987,-1.42867,1.71429,-4.00703,-2.73655,-0.289303,11.0797,4.87684,49.4062,4.89891,-3.16423,1.71429,-3.60925,-2.47053,-0.159207,10.4598,4.4099,49.3578,4.43284,-1.62036,1.71429,-2.95824,-2.0716,-0.158856,11.132,3.65915,49.7207,3.68854,-1.79189,1.71429,-2.5899,-1.72518,-0.213135,11.2158,3.17507,48.2835,3.21926,-3.01773
201510171300,13.0,4.60238,29.5,5.02303,4.65491,4.25076,3.84765,3.17935,0.0,9.66712,10.0784,10.206,1018.79,95.7591,0.0142857,4.41705,3.70782,45.3428,1.71429,-4.50744,-2.41972,-0.130547,10.5311,5.15802,43.327,5.17554,-1.19395,1.71429,-4.05614,-2.22656,-0.282542,11.1832,4.68168,43.7006,4.70819,-3.15313,1.71429,-3.66201,-2.11528,-0.18395,10.4834,4.28411,44.9953,4.30972,-1.95075,1.71429,-3.1687,-1.8614,-0.185391,11.1643,3.73967,45.4882,3.76754,-2.18901,1.71429,-2.87793,-1.363,-0.261129,11.2382,3.2445,40.3151,3.28688,-3.93006
201510171310,13.0,14.6026,29.4985,5.33535,4.99482,4.75355,4.29168,3.63432,0.0,9.67134,10.0767,10.223,1018.74,95.6073,0.0139048,4.41647,3.67023,42.2648,1.71438,-4.93902,-2.27491,-0.192188,10.4798,5.47983,39.7105,5.5001,-1.8383,1.71429,-4.4833,-2.10203,-0.265249,11.1422,5.00611,40.188,5.02942,-2.83264,1.71409,-4.18474,-2.09647,-0.156803,10.4494,4.73348,41.6179,4.75539,-1.63057,1.71409,-3.69307,-2.00432,-0.193395,11.1218,4.26156,43.5327,4.29473,-2.07107,1.71409,-3.37633,-1.48103,-0.259301,11.1975,3.75085,38.854,3.79308,-3.28574
201510171320,13.0,24.603,29.4994,5.09278,4.94218,4.74503,4.28347,3.66902,0.0,9.66165,10.0595,10.1831,1018.73,95.8271,0.0139048,4.41622,3.67251,42.5032,1.71409,-4.69783,-2.3202,-0.196062,10.3669,5.27267,41.4124,5.29494,-1.88974,1.71409,-4.43228,-2.12944,-0.316903,11.0542,4.95674,40.5658,4.98374,-3.40034,1.71438,-4.18134,-2.16119,-0.240096,10.3828,4.74351,42.2756,4.77,-2.55463,1.71429,-3.61755,-1.98695,-0.209846,11.0212,4.17998,43.6942,4.21498,-2.08818,1.71429,-3.40455,-1.57129,-0.269626,11.1217,3.81304,39.8302,3.85386,-3.28286
201510171330,13.0,34.6027,29.5016,5.13205,4.73786,4.39966,4.09649,3.51442,0.0,9.64744,10.0245,10.1461,1018.67,96.2884,0.0139048,4.41628,3.60112,36.7501,1.71429,-4.88666,-1.78229,-0.0888262,10.294,5.23731,34.7891,5.25365,-0.697778,1.71429,-4.40729,-1.62301,-0.218822,11.0559,4.74021,34.7376,4.76094,-2.27138,1.71409,-4.07761,-1.60893,-0.127383,10.3874,4.42878,36.4061,4.44698,-1.26112,1.71409,-3.66649,-1.55794,-0.170986,10.9614,4.03729,37.7975,4.06224,-1.99544,1.71409,-3.40974,-1.10946,-0.266645,11.0847,3.63559,32.8992,3.66521,-3.93821
201510171340,13.0,44.6025,29.4982,5.01084,4.62541,4.23028,3.7977,3.34109,0.0,9.60405,9.95767,10.0763,1018.66,96.623,0.0139048,4.41666,3.61896,38.11,1.71457,-4.79013,-1.75979,-0.0970338,10.2492,5.14595,35.0475,5.16737,-0.664197,1.71409,-4.21458,-1.62642,-0.180317,11.0251,4.5704,35.9313,4.59587,-1.78928,1.71429,-3.8883,-1.60255,-0.118157,10.4341,4.2589,37.4515,4.28456,-1.16038,1.71409,-3.40471,-1.53055,-0.147667,10.9457,3.78844,39.2286,3.82019,-1.61446,1.71409,-3.20542,-1.11289,-0.260497,10.9388,3.45226,34.1437,3.48874,-3.77877
201510171350,13.0103,53.9829,29.4996,5.95463,5.49108,5.04632,4.64831,4.0054,0.0,9.52916,9.88872,9.99779,1018.62,96.7995,0.0139048,4.41668,3.60027,36.6106,1.71409,-5.66601,-2.09675,-0.277224,10.2714,6.08016,35.1737,6.10442,-2.32916,1.71429,-5.04825,-1.96396,-0.377502,11.0521,5.46561,36.1199,5.50059,-3.641,1.71409,-4.6978,-1.80655,-0.237726,10.4405,5.07955,35.8758,5.11053,-2.32095,1.71429,-4.20937,-1.80352,-0.201621,10.9426,4.63994,37.8254,4.6707,-1.86775,1.71429,-3.92728,-1.35506,-0.253666,10.9731,4.22523,34.0878,4.26657,-2.77171
201510171400,14.0,4.60338,29.4984,5.74191,5.55063,5.31767,4.93621,4.33255,0.0,9.51687,9.88165,9.95516,1018.58,96.7424,0.0139048,4.41644,3.62997,39.0186,1.71429,-5.39613,-2.15405,-0.225105,10.2884,5.84274,36.6427,5.86468,-1.85751,1.71409,-5.00849,-2.11164,-0.355274,11.1107,5.47503,37.6559,5.50654,-3.308,1.71409,-4.8071,-2.11356,-0.3027,10.4607,5.29147,38.6292,5.32022,-2.80835,1.71409,-4.42714,-1.98466,-0.336526,10.9232,4.89515,38.8571,4.92807,-3.43752,1.71409,-4.10459,-1.58749,-0.427559,10.9795,4.44945,35.8562,4.49365,-4.93645
201510171410,14.0,14.6038,29.5,6.08469,5.88015,5.57241,5.23005,4.43733,0.0,9.53938,9.88621,9.95915,1018.52,96.6338,0.0140952,4.41659,3.65418,41.0085,1.71409,-5.64037,-2.53934,-0.383382,10.3213,6.23518,39.0816,6.26277,-3.28721,1.71429,-5.24233,-2.49102,-0.476605,11.1393,5.84941,40.3956,5.88242,-4.48198,1.71409,-5.00327,-2.38686,-0.329698,10.4824,5.58237,40.5528,5.60887,-3.21065,1.71429,-4.66023,-2.16964,-0.376768,10.7536,5.17938,40.0835,5.21462,-3.9481,1.71409,-4.26322,-1.60495,-0.436017,10.9841,4.60456,35.7509,4.64802,-5.17269
201510171420,14.0,24.604,29.497,5.98762,5.80769,5.4802,4.93594,4.03489,0.0,9.55601,9.91591,9.98221,1018.47,96.4411,0.0139048,4.4168,3.68442,43.3913,1.71448,-5.51022,-2.52722,-0.186676,10.3754,6.102,39.6769,6.12082,-1.46317,1.71429,-5.15242,-2.49085,-0.319943,11.1555,5.76707,40.7815,5.7933,-2.94624,1.71429,-4.80392,-2.50642,-0.297591,10.4997,5.46518,42.5113,5.49093,-2.86728,1.71409,-4.24715,-2.37714,-0.32651,10.6819,4.92498,44.565,4.96032,-3.13206,1.71429,-3.69794,-1.68786,-0.334329,11.017,4.12867,39.6715,4.17595,-3.9609
201510171430,14.0,34.6043,29.5,5.34304,4.96932,4.61876,4.00113,3.17009,0.0,9.59878,9.97693,10.0616,1018.49,96.2756,0.0140952,4.4167,3.72903,47.0055,1.71409,-4.74847,-2.59976,-0.126007,10.3999,5.45508,43.8622,5.47474,-0.999348,1.71409,-4.19005,-2.37601,-0.228863,11.1909,4.87353,44.5849,4.89974,-2.34953,1.71409,-3.88675,-2.3439,-0.187706,10.5233,4.58914,46.1169,4.61775,-1.9183,1.71429,-3.25524,-2.17612,-0.206258,10.7342,3.97624,48.6766,4.00858,-2.2567,1.71409,-2.70899,-1.62489,-0.260761,11.056,3.23222,46.084,3.28292,-3.63828
201510171440,14.0,44.6041,29.5014,5.88251,5.52403,5.21138,4.67546,3.67086,0.0,9.60649,9.9837,10.0913,1018.47,96.1262,0.0140952,4.41635,3.77994,51.1378,1.71429,-4.92885,-3.31685,-0.310279,10.4022,5.96971,48.7005,5.99037,-2.79797,1.71429,-4.46843,-3.07071,-0.439097,11.1878,5.45685,49.2678,5.48769,-4.44672,1.71429,-4.22444,-3.03009,-0.348147,10.511,5.234,50.5079,5.26089,-3.65195,1.71409,-3.66195,-2.8393,-0.334059,10.7303,4.68003,52.401,4.71461,-3.68092,1.71429,-2.96803,-2.03653,-0.315191,11.0488,3.67063,49.1215,3.7205,-4.23023
201510171450,14.0103,53.9835,29.4998,5.28094,4.88295,4.28011,3.6579,3.18457,0.0,9.64347,10.0164,10.1017,1018.44,96.048,0.0139048,4.41679,3.81969,54.4787,1.71409,-4.29558,-3.23488,-0.0893529,10.4257,5.41812,52.0753,5.43793,-0.690778,1.71429,-3.74944,-2.89861,-0.179946,11.2284,4.79122,52.9012,4.81558,-1.63714,1.71409,-3.32213,-2.67224,-0.07407,10.5459,4.32066,54.1252,4.35599,-0.0522402,1.71429,-2.79802,-2.34234,-0.197317,10.7751,3.71453,55.5459,3.75831,-1.86207,1.71409,-2.59169,-1.83698,-0.30105,11.086,3.24836,50.4711,3.30431,-4.51335
201510171500,15.0,4.60338,29.5001,5.59639,5.16562,4.67495,4.09147,3.21582,0.0,9.6873,10.0566,10.12,1018.4,95.8745,0.0140952,4.41697,3.88333,59.4384,1.71429,-4.28679,-3.68554,-0.158331,10.4962,5.69792,55.896,5.71792,-1.2395,1.71409,-3.73131,-3.42064,-0.208681,11.3076,5.11384,57.6594,5.14172,-1.91629,1.71429,-3.33688,-3.2111,-0.147818,10.6115,4.68351,58.8432,4.71261,-1.3924,1.71429,-2.79568,-2.79563,-0.177571,10.8514,4.02733,60.2595,4.06623,-1.60187,1.71429,-2.33487,-2.06221,-0.132261,11.1484,3.20565,56.6473,3.25726,-1.23828
201510171510,15.0,14.6038,29.5,5.67838,5.35214,4.78688,4.07977,3.32647,0.0,9.73286,10.0869,10.1564,1018.4,95.5683,0.0139048,4.41693,3.90215,60.9551,1.71429,-4.23159,-3.98876,-0.286703,10.5268,5.84464,58.3354,5.86827,-2.66589,1.71429,-3.77876,-3.72847,-0.438496,11.3545,5.34869,59.786,5.39006,-4.40095,1.71409,-3.33088,-3.39465,-0.320739,10.665,4.80711,60.6545,4.84722,-3.40772,1.71409,-2.72799,-2.91578,-0.253366,10.9171,4.07443,62.0548,4.11924,-2.84203,1.71409,-2.34737,-2.12359,-0.188579,11.2019,3.25797,57.5643,3.31265,-2.48056
